Date,Open,High,Low,Close,Adj Close,Volume
2017-04-26,315.010009765625,317.3699951171875,315.010009765625,317.3699951171875,300.1885681152344,42
2017-04-27,320.2539978027344,320.2539978027344,320.2539978027344,320.2539978027344,302.91644287109375,0
2017-04-28,318.4259948730469,318.4259948730469,318.4259948730469,318.4259948730469,301.1874084472656,0
2017-05-01,316.64898681640625,316.64898681640625,316.64898681640625,316.64898681640625,299.50653076171875,0
2017-05-02,317.4599914550781,317.4599914550781,316.7200012207031,316.7200012207031,299.57373046875,217
2017-05-03,317.57000732421875,317.57000732421875,317.57000732421875,317.57000732421875,300.3777770996094,32
2017-05-04,320.7900085449219,322.3599853515625,320.7900085449219,322.3599853515625,304.90838623046875,545
2017-05-05,323.6390075683594,323.6390075683594,323.6390075683594,323.6390075683594,306.1181945800781,0
2017-05-08,324.56500244140625,324.56500244140625,324.56500244140625,324.56500244140625,306.99407958984375,0
2017-05-09,325.45001220703125,325.45001220703125,325.45001220703125,325.45001220703125,307.8311462402344,9
2017-05-10,324.4729919433594,324.4729919433594,324.4729919433594,324.4729919433594,306.90704345703125,0
2017-05-11,326.5899963378906,326.5899963378906,326.5899963378906,326.5899963378906,308.90936279296875,30
2017-05-12,324.70001220703125,324.95001220703125,323.70001220703125,323.70001220703125,306.1758728027344,96
2017-05-15,323.70001220703125,323.70001220703125,323.70001220703125,323.70001220703125,306.1758728027344,29
2017-05-16,324.0,324.0,323.8999938964844,323.8999938964844,306.36505126953125,55
2017-05-17,317.59600830078125,317.59600830078125,317.59600830078125,317.59600830078125,300.40240478515625,0
2017-05-18,318.9700012207031,318.9800109863281,317.0,317.0,299.8385925292969,168
2017-05-19,319.5,319.5,319.5,319.5,302.2032470703125,50
2017-05-22,320.8699951171875,320.8699951171875,320.8699951171875,320.8699951171875,303.49908447265625,5
2017-05-23,320.0,320.0,320.0,320.0,302.6761779785156,33
2017-05-24,321.5,321.5,321.5,321.5,304.0950012207031,87
2017-05-25,323.76800537109375,323.76800537109375,323.76800537109375,323.76800537109375,306.2401428222656,0
2017-05-26,326.20001220703125,326.20001220703125,326.20001220703125,326.20001220703125,308.5405578613281,33
2017-05-29,326.0,326.0,325.0,325.0,307.405517578125,62
2017-05-30,325.19000244140625,325.19000244140625,325.19000244140625,325.19000244140625,307.58526611328125,24
2017-05-31,324.3609924316406,324.3609924316406,324.3609924316406,324.3609924316406,306.8010559082031,0
2017-06-01,326.30999755859375,326.30999755859375,326.30999755859375,326.30999755859375,308.6446228027344,32
2017-06-02,329.989990234375,329.989990234375,329.989990234375,329.989990234375,312.1253356933594,12
2017-06-05,329.2200012207031,329.2200012207031,329.2200012207031,329.2200012207031,311.39703369140625,15
2017-06-06,323.54400634765625,323.54400634765625,323.54400634765625,323.54400634765625,306.02838134765625,0
2017-06-07,324.6499938964844,324.6499938964844,324.6499938964844,324.6499938964844,307.074462890625,15
2017-06-08,323.1600036621094,323.19000244140625,323.0299987792969,323.0299987792969,305.54217529296875,718
2017-06-09,324.0,324.0,324.0,324.0,306.45965576171875,30
2017-06-13,323.0,323.0,322.0899963378906,322.1099853515625,304.6719665527344,7662
2017-06-14,324.5299987792969,324.55999755859375,324.5299987792969,324.55999755859375,306.9892883300781,505
2017-06-15,320.0,320.0,320.0,320.0,302.6761779785156,5
2017-06-16,321.1600036621094,322.0,320.2200012207031,320.239990234375,304.2988586425781,5743
2017-06-19,321.8789978027344,321.8789978027344,321.8789978027344,321.8789978027344,305.85626220703125,0
2017-06-20,322.5199890136719,322.6300048828125,322.20001220703125,322.20001220703125,306.16131591796875,3
2017-06-21,322.29998779296875,322.29998779296875,321.05999755859375,321.05999755859375,305.07806396484375,213
2017-06-22,322.0710144042969,322.0710144042969,322.0710144042969,322.0710144042969,306.0386657714844,0
2017-06-23,321.2279968261719,321.2279968261719,321.2279968261719,321.2279968261719,305.2376708984375,0
2017-06-26,321.2300109863281,321.2300109863281,321.2300109863281,321.2300109863281,305.2395935058594,98
2017-06-27,320.239990234375,320.239990234375,320.239990234375,320.239990234375,304.2988586425781,4
2017-06-28,318.6000061035156,318.6000061035156,317.75,317.75,301.9327392578125,445
2017-06-29,314.3500061035156,314.3500061035156,314.3500061035156,314.3500061035156,298.70208740234375,0
2017-06-30,315.0,315.0,314.3500061035156,314.3500061035156,298.70208740234375,148
2017-07-03,316.8789978027344,316.8789978027344,316.8789978027344,316.8789978027344,301.1051940917969,0
2017-07-04,316.32000732421875,316.32000732421875,316.32000732421875,316.32000732421875,300.573974609375,15
2017-07-05,320.22698974609375,320.22698974609375,320.22698974609375,320.22698974609375,304.2864990234375,0
2017-07-06,317.3659973144531,317.3659973144531,317.3659973144531,317.3659973144531,301.56793212890625,0
2017-07-07,317.80999755859375,317.80999755859375,317.80999755859375,317.80999755859375,301.98980712890625,15
2017-07-10,319.0820007324219,319.0820007324219,319.0820007324219,319.0820007324219,303.198486328125,0
2017-07-11,318.1440124511719,318.1440124511719,318.1440124511719,318.1440124511719,302.3072509765625,0
2017-07-12,317.3299865722656,317.3299865722656,316.5,316.5,300.7449645996094,781
2017-07-13,316.4230041503906,316.4230041503906,316.4230041503906,316.4230041503906,300.6718444824219,0
2017-07-14,314.3999938964844,314.3999938964844,314.3999938964844,314.3999938964844,298.7494812011719,0
2017-07-17,314.010009765625,314.1199951171875,314.010009765625,314.1199951171875,298.48345947265625,75
2017-07-18,315.5,315.5,314.0,314.0,298.3694763183594,144
2017-07-19,309.9700012207031,309.9700012207031,309.9700012207031,309.9700012207031,294.54010009765625,32
2017-07-20,310.20001220703125,310.3999938964844,310.20001220703125,310.3999938964844,294.94866943359375,20
2017-07-21,311.9219970703125,311.9219970703125,311.9219970703125,311.9219970703125,296.3948974609375,0
2017-07-24,311.1400146484375,311.1400146484375,311.1400146484375,311.1400146484375,295.65185546875,10
2017-07-25,311.3900146484375,311.42999267578125,311.3900146484375,311.4200134277344,295.9178771972656,56
2017-07-26,313.0,313.0,313.0,313.0,297.4192199707031,14
2017-07-27,309.6300048828125,309.6300048828125,309.6300048828125,309.6300048828125,294.21697998046875,20
2017-07-28,309.7200012207031,309.7200012207031,309.7200012207031,309.7200012207031,294.30255126953125,15
2017-07-31,309.3299865722656,309.3599853515625,309.3299865722656,309.3299865722656,293.93194580078125,178
2017-08-01,308.4599914550781,309.0,308.4599914550781,309.0,293.61834716796875,301
2017-08-02,310.4849853515625,310.4849853515625,310.4849853515625,310.4849853515625,295.0294189453125,0
2017-08-03,310.5669860839844,310.5669860839844,310.5669860839844,310.5669860839844,295.1073303222656,0
2017-08-04,310.07000732421875,310.07000732421875,310.07000732421875,310.07000732421875,294.6351318359375,500
2017-08-07,312.0799865722656,312.0799865722656,312.05999755859375,312.05999755859375,296.5260009765625,92
2017-08-08,312.05999755859375,312.05999755859375,312.05999755859375,312.05999755859375,296.5260009765625,0
2017-08-09,312.05999755859375,312.05999755859375,312.05999755859375,312.05999755859375,296.5260009765625,0
2017-08-10,313.44000244140625,313.44000244140625,313.44000244140625,313.44000244140625,297.8373107910156,95
2017-08-11,310.8299865722656,310.8299865722656,310.8299865722656,310.8299865722656,295.35723876953125,9
2017-08-14,309.6600036621094,309.6600036621094,309.6600036621094,309.6600036621094,294.2454833984375,500
2017-08-15,314.30999755859375,314.30999755859375,314.30999755859375,314.30999755859375,298.6640319824219,32
2017-08-16,315.0,315.0,314.5,314.5,298.8445739746094,86
2017-08-17,310.82000732421875,311.0199890136719,310.82000732421875,311.0199890136719,295.53778076171875,580
2017-08-18,308.6600036621094,308.6600036621094,308.30999755859375,308.30999755859375,292.9626770019531,960
2017-08-21,306.760009765625,306.760009765625,306.760009765625,306.760009765625,291.4898376464844,16
2017-08-22,306.4100036621094,306.4100036621094,306.4100036621094,306.45001220703125,291.1953430175781,10
2017-08-23,306.45001220703125,306.45001220703125,306.45001220703125,306.45001220703125,291.1953430175781,0
2017-08-24,306.45001220703125,306.45001220703125,306.45001220703125,306.45001220703125,291.1953430175781,0
2017-08-25,309.7099914550781,309.7099914550781,309.7099914550781,309.7099914550781,294.29302978515625,116
2017-08-28,309.7099914550781,309.7099914550781,309.7099914550781,309.7099914550781,294.29302978515625,0
2017-08-29,309.7099914550781,309.7099914550781,309.7099914550781,309.7099914550781,294.29302978515625,0
2017-08-30,307.2200012207031,307.2200012207031,306.70001220703125,306.70001220703125,291.4328918457031,1200
2017-08-31,311.3399963378906,311.7900085449219,311.1700134277344,311.7900085449219,296.26947021484375,3000
2017-09-01,311.7900085449219,311.7900085449219,311.7900085449219,311.7900085449219,296.26947021484375,0
2017-09-04,310.1000061035156,310.1000061035156,310.1000061035156,310.1000061035156,294.66363525390625,2
2017-09-05,310.1000061035156,310.1000061035156,310.1000061035156,310.1000061035156,294.66363525390625,0
2017-09-06,307.67999267578125,308.0400085449219,307.67999267578125,307.9599914550781,292.6301574707031,580
2017-09-07,307.9599914550781,307.9599914550781,307.9599914550781,307.9599914550781,292.6301574707031,0
2017-09-08,306.3999938964844,306.3999938964844,305.0,305.0,289.81744384765625,54
2017-09-11,307.8800048828125,308.0,307.8800048828125,308.0,292.6681213378906,1202
2017-09-12,310.739990234375,311.2099914550781,310.739990234375,311.2099914550781,295.71832275390625,83
2017-09-13,311.2099914550781,311.2099914550781,311.2099914550781,311.2099914550781,295.71832275390625,0
2017-09-14,313.0899963378906,313.0899963378906,313.0,313.0,297.4192199707031,1700
2017-09-15,310.8900146484375,310.8900146484375,310.80999755859375,310.8699951171875,296.8946533203125,264
2017-09-18,314.3299865722656,314.3299865722656,314.3299865722656,314.3299865722656,300.1990661621094,10
2017-09-19,313.55999755859375,313.55999755859375,313.45001220703125,313.45001220703125,299.358642578125,81
2017-09-20,312.1400146484375,312.1400146484375,312.1400146484375,312.1400146484375,298.1075744628906,5
2017-09-21,312.1400146484375,312.1400146484375,312.1400146484375,312.1400146484375,298.1075744628906,0
2017-09-22,314.04998779296875,314.04998779296875,314.04998779296875,314.04998779296875,299.93170166015625,30
2017-09-25,313.8599853515625,313.8599853515625,313.44000244140625,313.44000244140625,299.3490905761719,75
2017-09-26,313.9800109863281,313.9800109863281,313.6600036621094,313.8299865722656,299.7215576171875,560
2017-09-27,313.8299865722656,313.8299865722656,313.8299865722656,313.8299865722656,299.7215576171875,0
2017-09-28,318.82000732421875,319.44000244140625,318.82000732421875,319.44000244140625,305.079345703125,1030
2017-09-29,319.44000244140625,319.44000244140625,319.44000244140625,319.44000244140625,305.079345703125,0
2017-10-02,321.29998779296875,321.29998779296875,321.29998779296875,321.29998779296875,306.8557434082031,16
2017-10-03,321.29998779296875,321.29998779296875,321.29998779296875,321.29998779296875,306.8557434082031,0
2017-10-04,321.67999267578125,321.8299865722656,321.67999267578125,321.70001220703125,307.23779296875,1005
2017-10-05,322.20001220703125,323.0799865722656,322.20001220703125,323.0799865722656,308.55572509765625,650
2017-10-06,326.79998779296875,328.510009765625,326.79998779296875,328.510009765625,313.7416687011719,760
2017-10-09,327.42999267578125,327.4800109863281,327.0,327.4800109863281,312.7579345703125,3146
2017-10-10,327.4800109863281,327.4800109863281,327.4800109863281,327.4800109863281,312.7579345703125,0
2017-10-11,326.32000732421875,326.32000732421875,326.32000732421875,326.32000732421875,311.6501159667969,10
2017-10-12,326.32000732421875,326.32000732421875,326.32000732421875,326.32000732421875,311.6501159667969,0
2017-10-13,326.32000732421875,326.32000732421875,326.32000732421875,326.32000732421875,311.6501159667969,0
2017-10-16,325.1000061035156,325.1000061035156,323.6700134277344,323.6700134277344,309.1192321777344,19
2017-10-17,325.3999938964844,325.3999938964844,325.3999938964844,325.3999938964844,310.7714538574219,10
2017-10-18,325.6199951171875,325.6199951171875,325.6199951171875,325.6199951171875,310.9815673828125,28
2017-10-19,326.0,326.0,325.4100036621094,325.67999267578125,311.0387878417969,356
2017-10-20,324.2300109863281,327.0,324.2300109863281,327.0,312.29949951171875,169
2017-10-23,328.8500061035156,328.8500061035156,328.8500061035156,328.8500061035156,314.0663757324219,63
2017-10-24,328.25,328.25,327.8399963378906,327.8399963378906,313.1017761230469,77
2017-10-25,329.510009765625,329.510009765625,329.510009765625,329.510009765625,314.6966857910156,500
2017-10-26,331.6199951171875,331.6199951171875,331.6199951171875,331.6199951171875,316.7118225097656,132
2017-10-27,335.239990234375,335.239990234375,335.239990234375,335.239990234375,320.1690673828125,10
2017-10-30,335.239990234375,335.239990234375,335.239990234375,335.239990234375,320.1690673828125,0
2017-10-31,334.1199951171875,334.1199951171875,333.7300109863281,333.7300109863281,318.7269592285156,180
2017-11-01,336.1499938964844,336.1499938964844,336.1499938964844,336.1499938964844,321.0381774902344,59
2017-11-02,333.30999755859375,333.30999755859375,333.30999755859375,333.30999755859375,318.3258056640625,500
2017-11-03,335.0,335.17999267578125,335.0,335.17999267578125,320.11181640625,1240
2017-11-06,336.7300109863281,338.0199890136719,336.7300109863281,336.9800109863281,321.83087158203125,2085
2017-11-07,336.9800109863281,336.9800109863281,336.4599914550781,336.4599914550781,321.334228515625,67
2017-11-08,337.3999938964844,337.44000244140625,337.3999938964844,337.4200134277344,322.25103759765625,160
2017-11-09,338.1199951171875,338.6000061035156,338.1199951171875,338.6000061035156,323.37799072265625,119
2017-11-10,336.5299987792969,336.5299987792969,336.0,336.4800109863281,321.3533020019531,466
2017-11-13,336.4800109863281,336.4800109863281,336.4800109863281,336.4800109863281,321.3533020019531,0
2017-11-14,336.4800109863281,336.4800109863281,336.4800109863281,336.4800109863281,321.3533020019531,0
2017-11-15,336.4800109863281,336.4800109863281,336.4800109863281,336.4800109863281,321.3533020019531,0
2017-11-16,338.5299987792969,338.5400085449219,338.5299987792969,338.5400085449219,323.3207092285156,1700
2017-11-17,341.0,341.0,340.05999755859375,340.25,324.9538269042969,93
2017-11-20,340.67999267578125,340.67999267578125,340.67999267578125,340.67999267578125,325.364501953125,30
2017-11-21,342.010009765625,342.1600036621094,341.79998779296875,341.79998779296875,326.43408203125,205
2017-11-22,341.79998779296875,341.79998779296875,341.79998779296875,341.79998779296875,326.43408203125,0
2017-11-23,341.0299987792969,341.0400085449219,340.8999938964844,341.0400085449219,325.7083740234375,1503
2017-11-24,341.0400085449219,341.0400085449219,340.70001220703125,340.7099914550781,325.3931579589844,1003
2017-11-27,340.7099914550781,340.7099914550781,340.7099914550781,340.7099914550781,325.3931579589844,0
2017-11-28,342.1600036621094,342.1600036621094,342.1600036621094,342.1600036621094,326.7779846191406,60
2017-11-29,342.1600036621094,342.1600036621094,342.1600036621094,342.1600036621094,326.7779846191406,0
2017-11-30,346.0299987792969,346.0299987792969,346.0299987792969,346.0299987792969,330.4739990234375,1
2017-12-01,349.4200134277344,349.5,349.4200134277344,349.5,333.7879638671875,29
2017-12-04,349.8699951171875,350.3900146484375,349.8699951171875,350.3900146484375,334.6380310058594,234
2017-12-05,348.3699951171875,348.3699951171875,346.7300109863281,346.94000244140625,331.34307861328125,1080
2017-12-06,345.6499938964844,345.6499938964844,345.6499938964844,345.6499938964844,330.111083984375,500
2017-12-07,348.260009765625,349.20001220703125,348.260009765625,349.20001220703125,333.5014953613281,2025
2017-12-08,349.20001220703125,349.20001220703125,349.20001220703125,349.20001220703125,333.5014953613281,0
2017-12-11,354.1300048828125,354.1300048828125,354.1300048828125,354.1300048828125,338.20989990234375,570
2017-12-12,354.79998779296875,354.79998779296875,354.0299987792969,354.0299987792969,338.1143493652344,41
2017-12-13,352.94000244140625,352.94000244140625,351.1400146484375,351.9599914550781,336.1374206542969,529
2017-12-14,350.2799987792969,350.2799987792969,348.0,348.239990234375,332.5846252441406,7090
2017-12-15,348.239990234375,348.239990234375,348.239990234375,348.239990234375,334.200439453125,0
2017-12-18,349.9200134277344,350.4599914550781,349.9200134277344,350.4599914550781,336.3309631347656,1000
2017-12-19,350.0,350.45001220703125,350.0,350.45001220703125,336.3213806152344,35
2017-12-20,349.1099853515625,349.9200134277344,349.1099853515625,349.9200134277344,335.812744140625,107
2017-12-21,349.05999755859375,349.05999755859375,349.05999755859375,349.05999755859375,334.9873962402344,7
2017-12-22,347.989990234375,347.989990234375,347.989990234375,347.989990234375,333.9604797363281,30
2017-12-27,346.0,346.0,345.6499938964844,345.6499938964844,331.7148742675781,224
2017-12-28,345.0,345.0,343.6300048828125,343.6300048828125,329.7763366699219,3250
2017-12-29,343.3299865722656,344.0,343.3299865722656,344.0,330.1313171386719,113
2018-01-02,350.8399963378906,350.8399963378906,341.0,341.0,327.2523498535156,133
2018-01-03,344.1000061035156,344.6000061035156,344.1000061035156,344.5,330.6111755371094,97
2018-01-04,344.5,344.5,344.5,344.5,330.6111755371094,0
2018-01-05,344.5,344.5,344.5,344.5,330.6111755371094,0
2018-01-08,349.0,349.0,348.5,348.5,334.4499816894531,48
2018-01-09,348.9599914550781,349.29998779296875,348.79998779296875,349.29998779296875,335.2176818847656,78
2018-01-10,350.8500061035156,351.4800109863281,350.44000244140625,350.44000244140625,336.311767578125,71
2018-01-11,349.8399963378906,349.8399963378906,349.5,349.5,335.40966796875,158
2018-01-12,350.0,350.0,350.0,350.0,335.8895263671875,44
2018-01-15,351.010009765625,352.6300048828125,351.0,351.0,336.84918212890625,295
2018-01-16,350.8500061035156,351.1300048828125,350.0,350.8900146484375,336.74365234375,36
2018-01-17,349.0,349.0,348.0,348.0,333.9701232910156,61
2018-01-18,348.0,348.0,348.0,348.0,333.9701232910156,0
2018-01-19,348.0,348.0,348.0,348.0,333.9701232910156,28
2018-01-22,349.989990234375,350.95001220703125,349.989990234375,350.95001220703125,336.8012390136719,35
2018-01-23,353.25,353.25,353.25,353.25,339.00848388671875,14
2018-01-24,353.7200012207031,353.7200012207031,353.7200012207031,353.7200012207031,339.45953369140625,85
2018-01-25,351.6000061035156,351.6000061035156,351.6000061035156,351.6000061035156,337.4250183105469,2
2018-01-29,351.6000061035156,351.6000061035156,351.6000061035156,351.6000061035156,337.4250183105469,0
2018-01-30,352.0,352.0,351.6000061035156,351.6000061035156,337.4250183105469,37
2018-01-31,349.4599914550781,350.79998779296875,348.6499938964844,350.79998779296875,336.6572265625,1472
2018-02-01,351.0,352.1400146484375,351.0,352.1400146484375,337.9432678222656,43
2018-02-02,351.0,351.0,351.0,351.0,336.84918212890625,26
2018-02-05,348.04998779296875,348.04998779296875,345.6600036621094,345.7699890136719,331.8300476074219,707
2018-02-06,342.0,342.0,322.5,322.5,309.4981689453125,2147
2018-02-07,339.1199951171875,340.7200012207031,339.1199951171875,340.0299987792969,326.32147216796875,905
2018-02-08,340.0299987792969,340.0299987792969,340.0299987792969,340.0299987792969,326.32147216796875,0
2018-02-09,334.2099914550781,334.989990234375,333.29998779296875,333.3299865722656,319.89154052734375,320
2018-02-12,336.0,336.0299987792969,336.0,336.0299987792969,322.48272705078125,255
2018-02-13,337.0,337.0299987792969,337.0,337.0,323.4136047363281,165
2018-02-14,338.25,338.25,338.0,338.0299987792969,324.402099609375,70
2018-02-15,340.29998779296875,340.29998779296875,340.29998779296875,340.29998779296875,326.5805358886719,10
2018-02-16,343.0,343.0,343.0,343.0,329.17169189453125,4
2018-02-19,346.0199890136719,346.0199890136719,345.2699890136719,345.2699890136719,331.35015869140625,153
2018-02-20,345.010009765625,345.010009765625,345.0,345.0,331.091064453125,306
2018-02-21,345.0,345.0,345.0,345.0,331.091064453125,0
2018-02-22,344.70001220703125,344.70001220703125,344.70001220703125,344.70001220703125,330.8031921386719,101
2018-02-23,346.7699890136719,347.57000732421875,346.7699890136719,347.57000732421875,333.5574951171875,433
2018-02-26,350.3399963378906,350.3399963378906,350.3399963378906,350.3399963378906,336.2158203125,10
2018-02-27,354.5,354.5,354.4700012207031,354.4700012207031,340.17926025390625,185
2018-02-28,352.8999938964844,352.8999938964844,352.8500061035156,352.8500061035156,338.6246032714844,299
2018-03-01,351.94000244140625,351.9700012207031,350.3999938964844,350.3999938964844,336.27337646484375,316
2018-03-02,346.79998779296875,346.79998779296875,341.1700134277344,341.1700134277344,327.4154968261719,403
2018-03-05,345.8399963378906,345.8399963378906,345.8399963378906,345.8399963378906,331.8971862792969,28
2018-03-06,349.760009765625,349.9599914550781,349.760009765625,349.9599914550781,335.85107421875,174
2018-03-07,346.0,346.010009765625,345.79998779296875,345.79998779296875,331.85882568359375,214
2018-03-08,347.7900085449219,347.7900085449219,347.7900085449219,347.7900085449219,333.7685852050781,50
2018-03-09,352.0,352.5,352.0,352.5,338.2886657714844,14
2018-03-12,355.010009765625,355.6499938964844,355.010009765625,355.6499938964844,341.3116760253906,84
2018-03-13,354.6700134277344,354.6700134277344,354.6700134277344,354.6700134277344,340.3712158203125,60
2018-03-14,354.6700134277344,354.6700134277344,354.6700134277344,354.6700134277344,340.3712158203125,0
